so_question_id,so_answer_score,status,total_score,resource,fixture_type,penalty,d1,d2,d3,d4,d5,g3_pass,g4_new,question_raw
Idan Reuven,0,discard_score,1.55,Deployment,followup,0.3,2,2,2,1,2,True,False,"<p>there is 2 ways to deploy OpenTelemetry collector on Kubernetes
<a href=""https://opentelemetry.io/docs/collector/deployment/"" rel=""nofollow noreferrer"">https://opentelemetry.io/docs/collector/deplo"
Craig Ringer,0,discard_g2,0.0,Configmap,conceptual,0.0,0,0,0,0,0,True,True,"<p><strong>Is there a way to extend the kustomize image transformer to recognise more keys as image specifiers?</strong> Like the <a href=""https://github.com/kubernetes-sigs/kustomize/blob/master/exam"
user8172324,0,discard_score,1.4,Node,conceptual,0.3,1,3,2,1,1,True,False,"<p>This question is about logging/monitoring.</p>
<p>I'm running a 3 node cluster on AKS, with 3 orgs, Dev, Test and Prod. The chart worked fine in Dev, but the same chart keeps getting killed by Kube"
Alejandro González,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I need to watch (and wait) until a POD is deleted. I need to this is because I need to start a second pod (with the same name) immediately after the first one has been deleted.</p>
<p>This is what "
Dolphin,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>Today my kubernetes 1.15 shows this error:</p>
<pre><code>Failed to inspect image &quot;registry.cn-hangzhou.aliyuncs.com/dabai_app_k8s/dabai-fat/soa-illidan-superhub:v1.0.3&quot;: rpc error: code "
Karthikeyan Rasipalay Durairaj,0,discard_score,1.75,Affinity,relationship,0.0,1,2,3,1,2,True,True,<p>Trying to add more kafka connectors to our kafka cluster based on the following link's instructions . But getting failed with <code>errImagepull</code> error . Please find the details and help me r
Jay K.,0,discard_g3,0.0,Ingress,conceptual,0.0,0,0,0,0,0,False,True,"<p>I'm working on an application that deploys kubernetes resources dynamically, and I'd like to be able to provision a shared SSL certificate for all of them. At any given time, all of the services ha"
Johan,0,review,2.0,Namespace,conceptual,0.0,3,1,2,1,3,True,True,"<p>We're using Spring Boot 3.0.5 with leader election from <a href=""https://docs.spring.io/spring-cloud-kubernetes/docs/current/reference/html/#leader-election"" rel=""nofollow noreferrer"">Spring Cloud "
Mihai Todor,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,<p>I have a Go application running in a Kubernetes cluster which needs to read files from a large MapR cluster. The two clusters are separate and the Kubernetes cluster does not permit us to use the C
Arun546,0,discard_score,1.65,Secret,conceptual,0.3,2,2,2,1,3,True,False,"<p>I have a docker image in AWS ECR which is in my secondary account. I want to pull that image to the Minikube Kubernetes cluster using AWS IAM Role ARN where MFA is enabled on it. Due to this, my de"
Alexander F,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I am getting ""extension (5) should not be presented in certificate_request"" when trying to run locally a Java Kubernetes client application which queries the Kubernetes cluster over a lube proxy co"
kubernoobus,0,accept,2.15,Pod,conceptual,0.0,3,2,2,1,2,True,True,"<p>i'm launching a glassfish pod on my Kubernetes cluster, and i'm trying to copy some .war files from a folder that's on my host, but the command cp always seems to fail.</p>

<p>my yaml file:</p>

<"
giangnvh,0,discard_score,1.5,Service,conceptual,0.3,1,3,2,1,2,True,False,"<p>I am having problems when populate magnum database, please help me.</p>
<p>I have followed the docs.</p>
<p><a href=""https://docs.openstack.org/magnum/train/install/install-rdo.html"" rel=""nofollow "
Rtholl,0,discard_score,1.7,Deployment,conceptual,0.3,2,3,2,1,1,True,False,"<p>Is there any shorter alias on the kubectl/oc for deployments? In OpenShift you have deployment configurations and you can access them using their alias <code>dc</code>.</p>
<p>Writing <code>deploym"
Athomas,0,review,1.85,Service,conceptual,0.3,2,2,3,1,3,True,False,"<p>I have a UI application written in Angular, which has a backend running in NodeJS. I also have two other services which will be invoked from the NodeJS backend. These applications are running in do"
Abdul Rehman,0,accept,2.05,Node,relationship,0.0,2,2,3,1,2,True,True,"<p>I'm new to helm and Kubernetes world.
I'm working on a project using Docker, Kubernetes and helm in which I'm trying to deploy a simple Nodejs application using helm chart on Kubernetes.</p>

<p>He"
Duncan Krebs,0,review,1.9,Service,conceptual,0.3,2,3,2,1,3,True,False,"<p>I have found some similar questions to kubernetes API server not starting but the error message I am getting is different. I have had a working cluster for several months, went to login yesterday a"
aviral sanjay,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I have deployed my application via docker on Google Kubernetes cluster. I am facing an application error due to which I want to enter inside the container and check a few things. At local, all I ha"
john chen,0,discard_score,1.4,Ingress,conceptual,0.3,2,1,2,1,3,True,False,"<p>If host is * in ingress resource, how do I curl path?
use Nginx Ingress Controller</p>
<pre><code>curl -kL &lt;ingress-ip&gt;/path
curl -kL &lt;controller-service-ip&gt;/path
curl -kL &lt;node-ip&g"
Vaishagkumar techy,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p><strong>My Application:</strong></p>
<p>I have one production application named <strong>&quot;Realtime Student Streaming Application&quot;</strong>.
and it is connected to MongoDB1 and i have Stude"
Maksim Sorokin,0,review,1.95,Deployment,conceptual,0.3,3,2,2,1,3,True,False,"<p>I have a working Kubernetes deployment of my application.</p>

<pre><code>---
apiVersion: apps/v1
kind: Deployment
metadata:
  name: my-app
spec:
  ...
  template:
    ...
    spec:
      container"
mpen,0,review,1.95,Deployment,conceptual,0.3,3,2,2,1,3,True,False,<p>I'm trying to tweak my Kubernetes-based app to make it more development-friendly. I'm using <code>kustomize</code> to add some extra containers into my <code>app-deployment</code>. It looks like th
Kalle Richter,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,<p>I'm creating Kubernetes clusters programmatically for end-to-end tests in GitLab CI/CD. I'm using <code>gcloud container clusters create</code>. I'm doing this for half a year and created and delet
Stefan,0,review,2.0,Pod,conceptual,0.0,3,1,2,1,3,True,True,"<p>Pod containers are not ready and stuck under Waiting state over and over every single time after they run sh commands (/bin/sh as well).
As example all pod's containers seen at <a href=""https://v1-"
Danilo Marquiori,0,discard_g2,0.0,Resourcequota,conceptual,0.0,0,0,0,0,0,True,True,"<p>I am trying to collect some information regarding the kubernetes namespaces.
I found a command where you can see some information.</p>
<pre><code>kubectl describe resourcequota -n my-namespaces
</c"
Sean Lee,0,review,1.95,Pod,followup,0.0,2,2,2,1,3,True,True,"<p>I have two pending pods which I cannot delete by any means. Could you help?
OS: Cent OS 7.8
Docker: 1.13.1
kubenetes: &quot;v1.20.1&quot;</p>
<pre><code>[root@master-node ~]# k get pods --all-names"
Kiramm,0,discard_score,1.1,Secret,conceptual,0.3,1,1,2,1,3,True,False,"<p>I am trying to create a mongodb user along with a stateful set. Here is my .yaml file:</p>

<pre><code>apiVersion: v1
kind: Service
metadata:
 name: mongo
 labels:
  name: mongo
spec:
 type: NodePo"
Ashutosh Tiwari,0,discard_score,1.75,Node,relationship,0.0,1,2,3,1,2,True,True,"<p>I downloaded minikube after that ...</p>
<ol>
<li>I did <code>minikube start</code>... so, node started</li>
<li>I played around with some containers(deployment object)</li>
<li>Now when I am doing"
Jim,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I am using Openshift 4,  CPU Request: 0.2, Limit 0.4.</p>
<p>From the monitoring, I can see the CPU usage started from 0.1, and increased gradually. Is it because that there is a machanisim to prev"
Will,0,discard_score,1.65,Deployment,relationship,0.3,2,2,3,1,1,True,False,"<p>I created a Docker image based on microsoft/dotnet-framework of a C#.NET console application built for Windows containers, then ensured I can run the image in a container locally. I successfully pu"
Chris Tavares,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,<p>I'm working on a custom controller for a custom resource using kubebuilder (version 1.0.8). I have a scenario where I need to get a list of all the instances of my custom resource so I can sync up 
Sam Bayo,0,discard_score,1.55,Deployment,followup,0.3,2,2,2,1,2,True,False,"<p>I am trying to convert a docker compose file to a kubernetes manifest for deployment and after installing the Kompose on my system, I used the command <code>kompose convert -f docker-compose.yml</c"
gabor,0,accept,2.15,Secret,yaml_gen,0.0,2,2,3,1,3,True,True,"<p>How can I modify the values in a Kubernetes <code>secret</code> using <code>kubectl</code>?</p>
<p>I created the secret with <code>kubernetes create secret generic</code>, but there does not seem t"
Anton Petrov,0,discard_score,1.7,Pod,conceptual,0.0,1,3,2,1,1,True,True,"<p>I have a container with a dotnet core application running in Azure Kubernetes Service. No memory limits were specified in Pod specs.</p>
<p>The question is why GC.GetTotalMemory(false) shows approx"
nixgadget,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I'm trying to understand why this particular <code>socat</code> command isn't working in my case where I run it in a IPv6 only Kubernetes cluster.</p>
<p>Cluster is build on top of AWS with Calico "
Thomas Aumaitre,0,discard_score,1.6,Pod,conceptual,0.0,2,1,2,1,2,True,True,"<p><strong>I wanna have a trigger when I make a deployment of my React application, and my pod is finally <code>running</code></strong></p>
<p>I need this Kubernetes trigger, in order to launch anothe"
nixgadget,0,review,1.95,PersistentVolumeClaim,conceptual,0.0,2,2,2,1,3,True,True,"<p>Im trying to launch two Cassandra statefulset instances and respective PVC in a cluster created in AWS AZ (Across 3 zones, <em>eu-west-1a</em>, <em>eu-west-1b</em> &amp; <em>eu-west-1c</em>). </p>
"
Jerrod Horton,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I have installed Rancher Desktop.  It is working perfectly except for the inability for nerdctl and k3s to download docker images from hub.docker.com from behind my corporate firewall.</p>
<p>Quest"
Shivraj,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I have written a simple spring boot application(version springboot 2.0) which uses mysql(version 5.7).</p>

<p><strong>application.properties</strong> snippet</p>

<pre><code>spring.datasource.url "
Red Bottle,0,discard_g2,0.0,Configmap,conceptual,0.0,0,0,0,0,0,True,True,"<p>I'm creating three EKS clusters using <a href=""https://registry.terraform.io/modules/terraform-aws-modules/eks/aws/latest"" rel=""nofollow noreferrer"">this</a> module. Everything works fine, just tha"
marcelo,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>Friends,</p>
<p>I'm trying to deploy a mysql cluster on minikube using the helm chart of Bitnami. It's not working apparently because of lack of space since I'm getting the following error: <strong"
morla,0,discard_g2,0.0,Persistentvolumeclaim,conceptual,0.0,0,0,0,0,0,True,True,"<p>I really dont understand this issue. In my <code>pod.yaml</code> i set the <code>persistentVolumeClaim</code> . i copied on my lastapplication declaration with PVC &amp; PV.
  i've checked that the"
Ali,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,<p>I have been running a spring boot application on Kubernetes with using JDK 11 image. My expectation is that when the JVM hits out of memory exception then the pod should be killed so that Kubernete
rodolf12343,0,discard_score,1.4,Deployment,followup,0.3,2,1,2,1,3,True,False,"<p>I had deploy a tomcat on kubernetes and when I run this command : <code>kubectl describe svc dev-tomcat</code> I have this :</p>
<pre><code>Name:              dev-tomcat
Namespace:         dev
Labe"
Tzvika Avni,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>Both pods are scheduled on same node with podaffinity, each pod on a different namespace. Once I try to deploy both of them on same namespace, podaffinity fails, and one one pod is running while th"
Alexander,0,discard_score,1.65,Deployment,conceptual,0.3,2,2,2,1,3,True,False,"<p>I am attempting to enforce a limit on the number of pods per deployment within a namespace / cluster from a single configuration point. I have two non-production environments, and I want to deploy "
Dmitriy,0,discard_score,1.35,Deployment,conceptual,0.3,1,2,2,1,3,True,False,"<p>I'm trying to deploy a simple .NET App in local kubernetes cluster (Kind) for testing purposes. When a deployment is applied, a pod doesn't start with an error. But the image is built well as a con"
Felipe,0,accept,2.05,Job,relationship,0.0,2,2,3,1,2,True,True,"<p>I am trying to run the <a href=""https://github.com/akka/akka-sample-cluster-kubernetes-scala"" rel=""nofollow noreferrer"">akka-sample-cluster-kubernetes-scala</a> as it is recommended to deploy an Ak"
Arunmu,0,accept,2.15,PersistentVolumeClaim,yaml_gen,0.3,3,2,3,1,3,True,False,<p>We have realised the mistake of using a Deployment with a PVC for our stateful app instead of going with Statefulset. I was wondering how the upgrade would work. How can I point to the old data wit
user12417145,0,discard_score,1.6,Namespace,conceptual,0.0,2,1,2,1,2,True,True,<p>I have 2 pods of Redmine deployed with Kubernetes the problem due to this the issue of session management is happening so some users are unable to login due to this so I came up with the idea to st
ANKIT RAWAT,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I see this command to temporarily run a pod</p>
<pre><code>k run -it pod1 --image=cosmintitei/bash-curl --restart=Never --rm
</code></pre>
<p>What does <code>-it</code> mean here ?</p>
<p>I don't k"
shaunc,0,review,1.95,Secret,followup,0.0,2,2,2,1,3,True,True,<p>I have installed dask-gateway via the helm chart. I assume that I can provide an options handler in the <code>gateway.backend.extraConfig</code> section of the chart values. I would also assume I c
